id	target	response	score	question
pobri85	a plateau	A volcano	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
zkazi85	a plateau	platau	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
jselb77	a plateau	"platue"	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
abail54	a plateau	"plateau or mountains"	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
dzhan71	a plateau	plateau	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
sye90	a plateau	plateau	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
rhass95	a plateau	plateau	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
owhit92	a plateau	"moutain"	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
rcai50	a plateau	plateau	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mvemu68	a plateau	fold	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
egu53	a plateau	plateau	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
zyou89	a plateau	mountain	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
cwood92	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
rkunk88	a plateau	"plateo"	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
mhamm65	a plateau	"mountains"	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
idiet54	a plateau	"mountin"	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
cmoor96	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
yelle61	a plateau	plate	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
wmathi31	a plateau	"plateau"	1	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
olans59	a plateau	"mountain"	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
cmcmi27	a plateau	I don't know	0	Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a wide area what will form?
sevan90	wide	rock layers	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a ______________ area, a plateau may form."
jrey59	wide	wide	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a ______________ area, a plateau may form."
alara95	wide	wide	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a ______________ area, a plateau may form."
mcain54	wide	wide	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a ______________ area, a plateau may form."
xande62	wide	tall	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a ______________ area, a plateau may form."
mdeli73	wide	movement	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a ______________ area, a plateau may form."
howen65	wide	rock layers	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a ______________ area, a plateau may form."
abegl55	wide	wide	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a ______________ area, a plateau may form."
spark85	wide	wide	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a ______________ area, a plateau may form."
jmorr34	wide	rock layers	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a ______________ area, a plateau may form."
kcoll69	wide	wide	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a ______________ area, a plateau may form."
bsher79	wide	wide	1	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a ______________ area, a plateau may form."
crami87	wide	rock layers	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a ______________ area, a plateau may form."
ghays66	wide	rock layers	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a ______________ area, a plateau may form."
egetz07	wide	I don't know	0	"Rocks on either side of a fault can slide up while others slip down. If the lifting is spread over a ______________ area, a plateau may form."
